Key,Value
53890,"['개발', 'CLUSTERING', 'C', '설계', 'UNIX', 'TENSORFLOW', 'OPENCV', 'PYTHON', '로봇']"
71124,"['TENSORFLOW', '3D', 'PYTORCH']"
129878,"['TYPESCRIPT', 'SPA', 'HTML', 'CSS', 'REDUX', 'REACT', '관리', 'JAVASCRIPT']"
159212,"['GIT', '설계', 'GCP', 'AWS', '시스템 구축', 'PYTHON', 'SHELL', 'KUBERNETES', '관리']"
131432,['개발']
146865,"['JSP', '웹 개발', 'JQUERY', 'HTML5', 'JAVASCRIPT', 'CSS', 'JSTL']"
69885,"['개발', 'SPRING BOOT', 'OOP', 'GIT', 'ORACLE', 'JAVA', '데이터베이스', '설계', 'MYSQL', 'REDIS', 'SPRING FRAMEWORK', 'JENKINS']"
95777,"['GCP', 'AWS', 'JENKINS', 'KUBERNETES', 'AZURE', 'GITHUB']"
149542,['QT']
161836,"['개발', 'TYPESCRIPT', '최적화', 'JAVASCRIPT', 'REACT']"
112209,"['HTML', 'WINDOWS 서버', '소프트웨어 개발', 'JSON', 'CSS', 'JAVASCRIPT', 'HTTP']"
148437,['ISO']
152647,"['SWIFT', '개발', 'IOS', '관리']"
150024,"['개발', 'MVC']"
125378,"['개발', 'JAVA']"
162028,"['개발', 'API', 'RESTFUL API', '설계', 'PHP']"
156999,"['개발', '보안', 'TYPESCRIPT', 'GIT', 'AWS', 'ANGULAR', 'JAVASCRIPT', '관리', 'REACT']"
155879,"['개발', 'C']"
157302,"['개발', 'RESTFUL API', '설계', '시스템 구현', 'GOLANG']"
158605,"['개발', 'RESTFUL API', 'PHP']"
60611,"['ML', 'MXNET', 'TENSORFLOW', 'PYTHON', 'PYTORCH']"
125807,"['개발', 'JAVA', 'ELASTICSEARCH', 'SOLR', '검색 엔진']"
123470,"['REACT', '클라이언트 개발']"
151612,"['개발', 'POSTGRESQL', '데이터베이스', 'PYTHON', 'JAVASCRIPT']"
134285,"['개발', 'TYPESCRIPT', 'NODEJS']"
139811,"['JAVA', 'KOTLIN']"
164075,"['개발', 'IOS', 'API', 'TYPESCRIPT', 'GIT', 'REACT NATIVE', 'ANDROID', 'REST', '관리']"
112257,"['개발', 'KOTLIN', '컴퓨터 공학', 'AAC', 'MVVM', '관리']"
146584,"['개발', 'REACT', 'NODEJS', 'DJANGO']"
118132,"['REST', 'API', 'NOSQL', 'SPRING FRAMEWORK']"
141865,"['개발', 'API', '서버']"
136284,"['개발', 'DJANGO', 'RESTFUL API', '설계', 'AWS', 'RDBMS', 'FLASK']"
163448,['C']
159595,"['기술 문서', '보안', '분석 능력', '서버']"
155528,"['개발', 'KOTLIN', 'NODEJS', 'OOP', '설계', 'JAVA', 'TDD', 'RDBMS', '통신', 'NOSQL']"
161336,"['개발', 'TYPESCRIPT', 'SPA']"
158178,"['개발', 'HTML', 'GIT', 'CSS', 'ANGULAR', 'REACT', '관리', 'JAVASCRIPT']"
154790,['개발']
148653,"['SCALA', '개발', 'JAVA', 'PYTHON', 'GO', '관리']"
163369,"['개발', 'SPRING BOOT']"
140834,"['GITHUB', '개발', 'TYPESCRIPT', 'GIT', 'HTML5', 'JAVASCRIPT', '관리', 'CSS', 'REACT']"
142781,"['REST', '개발', 'API', 'REACT']"
71316,"['개발', 'HTML', '최적화', 'REACT', 'CSS']"
150203,"['개발', '레이더', '컴퓨터 비전', '차량', '3D', '카메라']"
121803,"['개발', 'C', '알고리즘 개발', 'OPENCV', 'LIDAR', 'PYTHON', 'GPS', '기술 개발', '카메라']"
140055,"['PYTHON', 'PYTORCH']"
153075,"['서버', 'TOMCAT', 'LINUX', 'NGINX']"
155945,"['개발', 'AWS']"
143022,[]
58377,"['SCALA', 'POWER BI', '데이터 분석', 'BI', 'PYTHON', 'TABLEAU', 'SQL', 'R']"
142065,"['서버', '설계', '데이터베이스', 'AWS', '인프라', 'IOT', 'SAAS']"
137940,[]
128026,"['개발', 'DJANGO', '데이터베이스', 'FLASK', 'NOSQL', 'PYTHON']"
160378,"['GIT', '개발', '관리', 'FLUTTER']"
26706,"['NODEJS', '데이터베이스', '검증', 'PYTHON', 'GO']"
61993,"['설계', 'JAVA', 'LINUX', '개발']"
148009,"['개발', 'POSTGRESQL', 'GIT', '설계', 'MYSQL', 'SQL', 'PHP']"
152197,"['GIT', '개발', 'REACT', '인터페이스']"
155190,"['개발', 'JAVA', 'ANDROID', 'KOTLIN']"
163075,['관리']
145806,"['개발', 'NOSQL']"
72383,"['개발', 'API', '서버', '설계', 'JAVA', 'NOSQL']"
157479,"['개발', 'IOS', 'GIT', '웹 개발', '관리']"
141262,['개발']
74170,['정보 보안']
37396,"['개발', 'REACT', 'CSS', 'HTML']"
162564,"['컴퓨터 공학', 'TYPESCRIPT', 'SPA', 'HTML', 'GIT', 'GCP', 'JAVASCRIPT', 'AWS', 'AZURE', 'REACT', '관리', 'CSS']"
163112,"['개발', 'ETL', '모델링', 'GITLAB', 'NOSQL', 'PYTHON', 'REDIS', 'SQL', 'GITHUB']"
47634,"['개발', '웹 개발', 'RDBMS', 'MYSQL', 'PHP']"
152114,"['개발', 'AWS']"
149367,"['개발', 'JAVA', 'RESTFUL API']"
161771,['시스템 구축']
134845,"['개발', 'CONFLUENCE', 'RESTFUL API', 'C', 'GIT', '클라이언트 개발', 'JIRA', 'HTTP']"
133254,[]
139342,"['개발', '설계', '최적화', '서비스 프로세스', '관리']"
164125,"['TYPESCRIPT', 'NODEJS', 'GRAPHQL', '데이터베이스', 'API 개발', 'MYSQL']"
136677,"['개발', 'SPRING BOOT', 'JAVA', '데이터베이스', 'JPA', 'API 개발', 'RDBMS', 'REST']"
161898,"['TYPESCRIPT', 'SPA']"
156432,"['GITHUB', '개발', 'TYPESCRIPT', 'GIT', 'REACT NATIVE', 'REDUX', 'HTML5', 'JAVASCRIPT', '관리', 'CSS', 'FLUTTER']"
79538,[]
40521,"['개발', '제품 개발']"
160496,['자동차']
109508,"['개발', '컴파일러', 'C', '설계', 'PYTHON']"
159887,"['개발', '관리']"
156508,[]
50044,['관리']
163968,[]
77779,"['개발', '설계', '관리']"
139470,"['개발', 'CSS', 'HTML', 'PHP']"
159921,"['GIT', 'SLACK', 'JIRA', 'FLUTTER']"
99189,['개발']
164146,"['API', 'C', 'GIT', 'AWS', 'MSSQL']"
153345,"['모델링', '데이터 분석', '금융', '수학']"
123623,"['SWIFT', '개발', 'IOS']"
154895,"['개발', 'RESTFUL API', 'JAVA', 'AWS', 'JSP', 'MSSQL']"
161486,"['개발', 'API', '관리']"
49899,"['SPA', 'HTML', 'GIT', 'CSS', 'REACT', '관리', 'JAVASCRIPT']"
159656,['개발']
137300,"['JAVA', 'MSSQL', 'CSS', 'JAVASCRIPT', 'LINUX']"
162949,"['개발', 'TYPESCRIPT', 'HTML', 'JAVASCRIPT', 'REACT', 'CSS']"
97049,"['SWIFT', '개발', 'IOS', 'RESTFUL API']"
101397,['개발']
56396,"['개발', 'IOS', '통신', 'HTTP']"
163963,"['개발', 'FLUTTER']"
140389,"['OAUTH', '개발', 'MSSQL', 'API 개발']"
159011,"['설계', '데이터 마트']"
161420,"['데이터 수집', '데이터 분석', 'SQL', 'SPARK', 'PYTHON', 'PYTORCH', '모델링']"
164002,"['ML', 'C', '수학', 'PYTHON', '알고리즘 개발']"
89329,"['개발', 'TYPESCRIPT', 'RESTFUL API', 'HTML', 'REACT', '관리', 'CSS']"
143457,[]
150907,['C']
119760,"['개발', 'HTML', 'ANGULAR', 'VUEJS', 'REACT', 'CSS']"
145699,"['개발', 'API', 'GRAPHQL', 'GIT', '설계', '데이터베이스', 'NOSQL', 'REST']"
137606,"['개발', '통신', 'HTTP']"
160880,"['모델링', '강의']"
159820,['네트워크 보안']
151099,"['개발', '컴퓨터 공학', '최적화']"
164968,"['서버', 'API', 'KOTLIN', 'AGILE', 'GIT', '소프트웨어 개발', '설계', 'REST', '관리', 'GITHUB']"
162015,"['개발', 'IOS', '하드웨어', 'SWIFT', 'OBJECTIVEC']"
163881,"['개발', 'POSTGRESQL', '컴퓨터 공학', 'RDBMS', '최적화', 'PYTHON', 'MYSQL', '모델링']"
97598,"['HTML', 'NOTION', 'JSP', 'CSS', 'JQUERY', 'HTML5', 'REACT', 'JAVASCRIPT', 'SLACK']"
110659,"['개발', 'TYPESCRIPT', 'MONGODB', '설계', '데이터베이스', 'AWS', '인프라', 'NOSQL', '관리']"
157719,"['LINUX', '수학', 'PYTHON']"
157087,"['REDUX', 'REACT', '관리']"
118596,"['개발', 'B2B', 'GIT', 'AWS', 'API 개발', '관리']"
132712,"['개발', 'DOCKER', '데이터베이스', 'JAVA', 'RDBMS', 'JAVASCRIPT', 'LINUX']"
139893,"['REACT', 'JAVASCRIPT']"
129618,"['개발', 'JAVA', 'C']"
142054,"['CONFLUENCE', 'SWIFT', 'GIT', 'COROUTINE', 'MVVM', 'JIRA', 'FLUTTER']"
142900,"['개발', 'IOS', '서버', 'API', '설계', 'ANDROID', '관리']"
89500,"['TYPESCRIPT', '개발', 'REACT', '제품 개발']"
161478,"['개발', 'OOP', 'GIT', 'GOLANG', 'PYTHON', 'JIRA']"
132268,[]
164056,"['개발', 'REACT', 'JAVASCRIPT', 'RESTFUL API']"
114560,"['개발', 'SVN', 'GIT', '최적화', 'VUEJS', 'HTML5', 'JAVASCRIPT', '관리', 'CSS', 'REACT']"
129183,"['GIT', '개발', '서버', 'AWS']"
138117,"['개발', 'SPRING BOOT', 'API', '설계', '웹 개발', 'REST', 'JSP 개발']"
149328,"['QT', 'CUDA', '의료 영상']"
158045,"['SQL', 'R', 'PYTHON']"
152914,"['개발', '설계', 'RESTFUL API', 'MSSQL']"
117580,"['DOCKER', '가상화', 'KUBERNETES']"
155186,"['설계', '개발']"
164103,"['인프라', 'SAAS', 'JIRA', 'ITIL', 'SLACK']"
119348,"['개발', 'API', '서버', 'RESTFUL API', 'HTML', 'REDUX', '통신', 'JAVASCRIPT', '관리', 'CSS', 'HTTP']"
155158,"['개발', 'POSTGRESQL', '컴퓨터 공학', 'RUBY', 'NODEJS', 'MONGODB', 'RESTFUL API', 'GIT', 'GCP', 'JAVA', '데이터베이스', 'AWS', 'PYTHON', 'MYSQL', 'GO', '관리', 'AZURE']"
147775,"['개발', 'IOS']"
148067,"['개발', 'C', '소켓', '임베디드 시스템', '네트워크 통신', 'RTOS']"
145934,"['개발', 'KOTLIN', 'ANDROID']"
154609,"['소켓', '소프트웨어 개발', 'C']"
160426,"['설계', '클라우드 컴퓨팅', 'B2C']"
114797,"['검증', 'RTL 설계']"
146594,"['개발', 'SPA', 'RESTFUL API', '웹 개발', 'JAVA', 'VUEJS', 'HTML5', 'REACT', 'CSS']"
159920,"['MYSQL', 'TYPESCRIPT', 'NODEJS']"
123595,"['설계', '개발']"
153864,"['SQL', '설계', 'AMPLITUDE', 'PYTHON']"
141263,"['설계', 'AUTOCAD', '3D']"
117879,"['개발', 'KOTLIN', 'RESTFUL API', 'ORM', '설계', 'JAVA', 'JPA', 'RDBMS', 'MYSQL', 'LINUX']"
159155,"['KOTLIN', '서버', 'RUST', 'SWIFT', 'JAVA', 'OBJECTIVEC']"
118398,"['개발', 'C']"
35494,"['SWIFT', '개발', 'IOS']"
162359,"['SCALA', '데이터 수집', 'JAVA', 'PYTHON', 'SQL']"
149411,[]
159311,"['API', '보안']"
163769,"['개발', 'HTML5', 'CSS']"
140999,"['개발', '서버', '데이터베이스', '최적화', '통신', 'NOSQL', 'SQL']"
154471,"['개발', 'JAVA', '관리', 'PYTHON']"
143070,"['JAVA', 'JAVASCRIPT', 'NODEJS']"
149158,"['개발', 'API', 'SPRING BOOT', '설계', 'AWS', 'RDBMS']"
158836,[]
141839,[]
152468,"['개발', 'API', '모델링', '설계', '웹 개발', '데이터베이스', 'GIT', 'RDBMS', '통신', 'PYTHON', 'NOSQL', 'REST']"
161256,"['데이터베이스', '데이터 구조']"
110433,"['개발', 'JAVA', 'PYTHON', 'C']"
111540,"['개발', 'TYPESCRIPT', 'GCP', 'AWS', 'ANGULAR', 'SPRING FRAMEWORK', '기술 문서', 'JAVASCRIPT', 'AZURE']"
156320,[]
144180,"['개발', 'AWS', 'PYTHON']"
157213,"['빅 데이터', '개발', '컴퓨터 공학', '데이터 수집', 'HADOOP', '데이터 분석']"
109493,"['개발', 'API', '컴퓨터 공학', '소프트웨어 개발', 'PYTHON']"
75842,"['개발', 'SPRING BOOT', '설계', 'JAVA', '데이터베이스', 'GITHUB']"
156803,"['개발', 'KOTLIN', 'RESTFUL API', '설계', 'JAVA', 'LINUX']"
129222,"['솔루션 개발', 'HTML', 'CSS', 'VUEJS', 'REACT', 'JAVASCRIPT']"
143380,[]
155944,"['개발', '설계', 'NODEJS']"
160824,['LINUX']
133846,['SAP ERP']
151920,"['DELPHI', '개발', 'C']"
115584,"['개발', 'JAVA']"
71968,"['개발', 'GITHUB']"
155485,"['관리', '개발', 'AWS', 'REDUX']"
160133,"['개발', 'TYPESCRIPT', 'RESTFUL API', 'GIT', 'API 개발', 'NOSQL']"
66484,"['개발', 'API', 'RDBMS', 'NOSQL', 'REST']"
139073,"['개발', 'REACT', 'TYPESCRIPT']"
161847,"['개발', 'MFC', 'C']"
143409,"['REACT', 'JAVASCRIPT', 'CSS', 'HTML']"
140777,"['설계', '데이터베이스', 'AWS', '인프라']"
158091,"['GOLANG', 'JAVASCRIPT', 'TYPESCRIPT', 'PYTHON']"
126965,"['DOCKER', 'AWS', '인프라']"
97520,"['개발', 'DOM', 'HTML', 'GIT', '설계', 'VUEJS', 'JAVASCRIPT', 'CSS', 'REACT']"
132189,"['BOOTSTRAP', '개발', 'HTML', 'JAVA', '웹 개발', 'JQUERY', 'JAVASCRIPT', 'CSS']"
163218,"['개발', 'API', '설계', 'JAVA', 'SQL']"
160379,"['개발', 'GIT', 'UNIX', 'GOLANG', '관리', 'LINUX', 'GITHUB']"
123482,"['개발', '데이터 분석', 'AWS', 'PYTHON', 'SQL', 'R']"
159896,"['개발', '보안', '서버', '보안 정책', 'JAVA', 'AWS', 'PYTHON', 'GO', '관리']"
72667,"['LINUX', 'PYTHON', 'PYTORCH']"
152757,"['개발', '관리', '소프트웨어 개발', '데이터 구조']"
137441,"['개발', 'KOTLIN', '모델링', 'SLACK', 'JAVA', 'AWS', 'NOTION', 'API 개발', 'JENKINS', 'RDBMS', 'REST', 'GITHUB']"
146535,"['개발', 'TYPESCRIPT', 'RESTFUL API', 'HTML', 'JAVASCRIPT', 'MYSQL', 'REACT', 'CSS']"
11018,"['개발', 'RESTFUL API', 'HTML', 'JAVASCRIPT', 'CSS']"
159151,[]
61598,"['개발', 'HTML', 'JQUERY', 'JAVASCRIPT', 'CSS']"
101259,[]
151406,"['ML', 'TENSORFLOW', '개발', 'PYTORCH']"
151220,"['EDA', 'ALTIUM', 'LIN', 'CAN']"
158074,"['개발', '서버']"
94293,"['개발', '컴퓨터 공학', '제품 개발', '설계', '소프트웨어 개발', '데이터베이스', '의료 기기', '관리']"
164000,['개발']
163080,"['DOCKER', 'KUBERNETES']"
158350,"['GOLANG', 'JAVA', 'PYTHON', 'PROCESSING']"
